time         game_state
0            1111111111111111111111111111111111111111111111111110111111011110        0    
1            1111111111111111111111111111111111111111111111111110111111011110        0    
2            1111111111111111111111111111111111111111111111111111011111110010        0    
3            1111111111111111111111111111111111111111111111111111111111110010        0    
4            1111111111111111111111111111111111111111111111111000011110110010        0    
5            1111111111111111111111111111111111111111111111111000111101110010        0    
6            1111111111111111111111111111111111111111111111111000111101110010        0    
7            1111111111111111111111111111111111111111111111111000111111110010        0    
8            1111111111111111111111111111111111111111111111111000111111011110        0    
9            1111111111111111111111111111111111111111111111111000111101011110        0    
10           1111111111111111111111111111111111111111111111111000011100011110        0    
11           1111111111111111111111111111111111111111111111111000001110011110        0    
12           1111111111111111111111111111111111111111111111111111101111011110        3    
13           1111111111111111111111111111111111111111111111111111101111011110        3    
14           1111111111111111111111111111111110111001110011011111101111011110        0    
15           1111111111111111111111111111111110111101110011011111001111011110        0    
16           1111111111111111111111111111111110111101110011011111001111011110        0    
17           1111111111111111111111111111111110111101111011011111101111110010        4    
18           1111111111111111111111111111111110111101111011011110101111110010        4    
19           1111111111111111111111111111111110111111110011011110001110110010        4    
20           1111111111111111111111111111111110111111110011011111001110110010        4    
21           1111111111111111111111111111111111111111111111111111001110110010        0    
22           1111111111111111111111111111111111111111111111111111001101110010        0    
23           1111111111111111111111111111111111111111111111111111001011110010        0    
24           1111111111111111111111111111111111111111111111111111001010110010        0    
25           1111111111111111111111111111111111111111111111111111001000110010        0    
26           1111111111111111111111111111111111111111111111111111101000110010        0    
27           1111111111111111111111111111111111111111111111111111101110110010        0    
28           1111111111111111111111111111111111111111111111111111001110110110        3    
29           1111111111111111111111111111111111111111111111111111001100110110        3    
30           1111111111111111111111111111111111111111111111111111101100110110        3    
31           1111111111111111111111111111111111111111111111111111101010110110        3    
32           1111111011011111111101010110110         0    
33           1111110110011111011001010111010         0    
34           1111110110011111100001010111010         2    
35           1111101111011111100100111111010         2    
36           1111101111011111101100111111010         2    
37           1110111110011111101100110111010         2    
38           1110111110011111110100110111010         2    
39           1110111110011111110100110111010         0    
40           1110111101011111110100111111010         0    
41           1110111101011111110100101111010         0    
42           1110111100011111110000101110110         0    
43           1110111100011111110000111110110         0    
44           1111111100011111111100111110110         0    
45           1111111100011111111101101110110         0    
46           1111101100011111111001101110010         0    
47           1111101100011111111001111110010         0    
48           1111101101010111111001111110010         0    
49           1111101101010111111001101110010         0    
50           1111101110010111110101101011110         0    
51           1111101110010111110101111011110         0    
52           1111101111010111110001111011110         0    
53           1111101111010111110010101011110         0    
54           1111110100010111111110101011010         0    
55           1111110100010111111110111011010         0    
56           1111111111111111111111111111111110111110101010111111010111011010        0    
57           1111111111111111111111111111111110111110101010111111010101011010        0    
58           1111111111111111111111111111111110111111001010111110110101010110        0    
59           1111111111111111111111111111111110111111001010111110110111010110        0    
60           1111111111111111111111111111111110110111101011111110110111010110        0    
61           1111111111111111111111111111111110110111101011111110111101010110        1    
62           1111111111111111111111111111111110110110000011111110111101010010        1    
63           1111111111111111111111111111111110110110000011111110111111010010        1    
64           1111111111111111111111111111111111111111110011011110111111010010        0    
65           1111111111111111111111111111111111111111111011111110111111010010        0    
