time         game_state
0            1111111111111111111111111111111111111111111111111110011111011110        0    
1            1111111111111111111111111111111111111111111111111110111111011110        0    
2            1111111111111111111111111111111111111111111111111110111111011110        0    
3            1111111111111111111111111111111111111111111111111111011111110010        0    
4            1111111111111111111111111111111111111111111111111111011111110010        0    
5            1111111111111111111111111111111111111111111111111111111111110010        0    
6            1111111111111111111111111111111111111111111111111111111111110010        0    
7            1111111111111111111111111111111111111111111111111000011110110010        0    
8            1111111111111111111111111111111111111111111111111000111111110010        0    
9            1111111111111111111111111111111111111111111111111000111101110010        0    
10           1111111111111111111111111111111111111111111111111000111101110010        0    
11           1111111111111111111111111111111111111111111111111000111111110010        0    
12           1111111111111111111111111111111111111111111111111000111111011110        0    
13           1111111111111111111111111111111111111111111111111000111101011110        0    
14           1111111111111111111111111111111111111111111111111000011100011110        0    
15           1111111111111111111111111111111111111111111111111000001110011110        0    
16           1111111111111111111111111111111111111111111111111111101111011110        1    
17           1111111111111111111111111111111111111111111111111111101111011110        1    
18           1111111111111111111111111111111111111111110011011111101111011110        0    
19           1111111111111111111111111111111111111111110011011111001111011010        0    
20           1111111111111111111111111111111111111111110011010111001111011010        0    
21           1111111111111111111111111111111111111111111011010111101111011010        2    
22           1111111111111111111111111111111111111111111011010110101111011010        2    
23           1111111111111111111111111111111111111111110011010110001111010110        2    
24           1111111111111111111111111111111111111111110011010111001111010110        2    
25           1111111111111111111111111111111111111101110011110111001111010110        0    
26           111101111011110111001111010110          0    
27           111101111011110111001111010110          0    
28           111110100011110111001111010010          0    
29           111110100011110111011011010010          0    
30           111110101011110111111100010010          0    
31           111110101011110111111110010010          0    
32           111110101011110111011111010010          0    
33           111110101011110111011101010010          0    
34           1110110101011110111111110010010         0    
35           1110110101011110111111110010010         0    
36           1110110100011111101011111010010         3    
37           1110110100011111101011111010010         3    
38           1110101111011111101111000010010         3    
39           1110101111011111101111010010010         3    
40           1110101111011111101111010010010         0    
41           1110101110011111101111011010010         0    
42           1110101110011111110111011010010         0    
43           1110111111011011110111010010010         4    
44           1110111111011011111111010010010         4    
45           1110111110011011111011011010010         4    
46           1110111110011011000011011010010         4    
47           1111111111111111111111111111111111111111111111111000011011010010        0    
48           1111111111111111111111111111111111111111111111111111111110010010        0    
49           1111111111111111111111111111111111111111111111111111111100010010        0    
50           1111111111111111111111111111111111111111111111111111011101010010        0    
51           1111111111111111111111111111111111111111111111111111010111010010        0    
52           1111111111111111111111111111111111111111111111111111010111010110        3    
53           1111111111111111111111111111111111111111111111111111010101010110        3    
54           1111111111111111111111111111111111111111111111111110110101010110        3    
55           1111111111111111111111111111111111111111111111111110110111010110        3    
56           1111111111111111111111111111111110111111110010111110110111010110        0    
57           1111111111111111111111111111111110111101110010111110010111011010        0    
58           1111111111111111111111111111111110111101111010111111010111011010        3    
59           1111111111111111111111111111111110111111010010111101110111011010        3    
60           1111111111111111111111111111111110111111010010111111110111011010        2    
61           1111111111111111111111111111111110111110111010111111010110011010        2    
62           1111111111111111111111111111111110111110111010111111010110011010        2    
63           1111111111111111111111111111111110111110101010111111010110011010        0    
64           1111111111111111111111111111111110111110001010111111110111011010        0    
65           1111111111111111111111111111111110111110001010111111110111011010        0    
66           1111111111111111111111111111111110110111101011111111111100011010        0    
67           1111111111111111111111111111111110110111101011111111111110011010        0    
68           1111111111111111111111111111111110110111000011111111111110011010        0    
69           1111111111111111111111111111111110110111000011111111111000011010        3    
70           1111111111111111111111111111111110110111111011111111111000010110        3    
71           1111111111111111111111111111111110110111111011111111111010010110        3    
72           1111111111111111111111111111111110110111111011111111111010010110        0    
73           1111111111111111111111111111111110110011110011111111111010010110        0    
74           1111111111111111111111111111111110110011110011111100111010010110        0    
75           1111111111111111111111111111111110111111110100011100111010010010        4    
76           1111111111111111111111111111111110111111110100011101111010010010        4    
77           1111111111111111111111111111111110111111111100011101111011010010        4    
78           1111111111111111111111111111111110111111111100011110111011010010        4    
79           1111111111111111111111111111111111111111111111111110111011010010        0    
80           1111111111111111111111111111111111111111111111111110111010010010        0    
81           1111111111111111111111111111111111111111111111111110111010010010        0    
82           1111111111111111111111111111111111111111111111111111011011010010        0    
83           1111111111111111111111111111111111111111111111111111011111010010        2    
84           1111111111111111111111111111111110110101101100111111011111010010        0    
85           1111111111111111111111111111111110100001101100111111111111010110        0    
86           1111111111111111111111111111111110100001101100111111111011010110        0    
87           1111111111111111111111111111111110110001100100111110011011010110        0    
88           1111111111111111111111111111111110110001100100111110011011010110        1    
89           1111111111111111111111111111111111111111110100111110011011010110        0    
90           1111111111111111111111111111111111111111111100111110111011011010        0    
91           1111111111111111111111111111111111111111111100111111111011011010        0    
