time         game_state
1            1111111111111111111111111111111111111111111111111110011111011110        0    
2            1111111111111111111111111111111111111111111111111110111111011110        0    
3            1111111111111111111111111111111111111111111111111111011111110010        0    
4            1111111111111111111111111111111111111111111111111111011111110010        0    
5            1111111111111111111111111111111111111111111111111111111111110010        0    
6            1111111111111111111111111111111111111111111111111111111111110010        0    
7            1111111111111111111111111111111111111111111111111000011110110010        0    
8            1111111111111111111111111111111111111111111111111000011110110010        0    
9            1111111111111111111111111111111111111111111111111000111101110010        0    
10           1111111111111111111111111111111111111111111111111000111101110010        0    
11           1111111111111111111111111111111111111111111111111000111111110010        0    
12           1111111111111111111111111111111111111111111111111000111111011110        0    
13           1111111111111111111111111111111111111111111111111000111101011110        0    
14           1111111111111111111111111111111111111111111111111000001110011110        3    
15           1111111111111111111111111111111111111111111111111111101111011110        3    
16           1111111111111111111111111111111111111101110011011111101111011110        0    
17           1111111111111111111111111111111111111101110011011111001111011010        0    
18           1111111111111111111111111111111111111101110011011111001111011010        0    
19           1111111111111111111111111111111111111101111011011111101111011010        0    
20           1111111111111111111111111111111111111101111011011110101111011010        0    
21           1111111111111111111111111111111111111101110011011111001111010110        1    
22           1111111111111111111111111111111111111111110011011111001111010110        0    
23           1111111111111111111111111111111111111111111011111110001111010110        4    
24           1111111111111111111111111111111111111111110011111110001111010010        4    
25           1111111111111111111111111111111111111111110011111111001111010010        4    
26           1111111111111111111111111111111111111111111011111111101100010010        3    
27           1111111111111111111111111111111111111111111011111110101100010010        3    
28           111110111011111110101100010010          0    
29           111110111011111111001101010010          4    
30           1110110111011111111101110010010         4    
31           1110110110011111010001111010010         4    
32           1110110110011111011001111010010         4    
33           1111111111111111111111111111111111111111111111111011001111010010        0    
34           1111111111111111111111111111111111111111111111111011111100010010        0    
35           1111111111111111111111111111111111111111111111111011111010010010        0    
36           1111111111111111111111111111111111111111111111111011111001010010        0    
37           1111111111111111111111111111111111111111111111111011110110010010        0    
38           1111111111111111111111111111111111111111111111111011010110010110        0    
39           1111111111111111111111111111111111111111111111111011010110010110        3    
40           1111111111111111111111111111111111111111111111111111110110010110        3    
41           1111111111111111111111111111111111111111111111111111110010010110        3    
42           1111011110011011111110010010110         0    
43           1111101110011011111010010011010         0    
44           1111101111010111111010010011010         0    
45           1111101110010111111110010011110         2    
46           1111101110010111110110010011110         2    
47           1111101110010111110110010011110         0    
48           1111101111010111110010010011110         0    
49           1111101111010111110010110011110         0    
50           1111110100010111111110110110010         0    
51           1111111111111111111111111111111110111110101010111111011010110010        2    
52           1111111111111111111111111111111110111011001010111110111010110110        2    
53           1111111111111111111111111111111110111011001010111110111010110110        2    
54           1111111111111111111111111111111110110111101011111110111010110110        2    
55           1111111111111111111111111111111110110111101011111110111110110110        2    
56           1111111111111111111111111111111110110111100011111110111110111010        2    
57           1111111111111111111111111111111110110101111011111110110001111010        2    
58           1111111111111111111111111111111110110001110011111110010000111010        2    
59           1111111111111111111111111111111110110001110011111110010010111010        2    
60           1111111111111111111111111111111110111111110011111111111111111010        2    
61           1111111111111111111111111111111110111111110011111111111111111010        2    
62           1111111111111111111111111111111110111111101011111111011110111010        2    
63           1111111111111111111111111111111110111111100011111110111110111010        2    
64           1111111111111111111111111111111110101111011011111110011110111110        2    
65           1111111111111111111111111111111110101111011011111110011110111110        2    
66           1111111111111111111111111111111110111111010011111111111110111110        2    
67           1111111111111111111111111111111110111111010011111111111110111110        2    
68           1111111111111111111111111111111110101111001011111111011111111110        2    
69           1111111111111111111111111111111110110011101011111110110000111110        2    
70           1111111111111111111111111111111110110101001011111110110001111110        2    
71           1111111111111111111111111111111110110101001011111110110011111110        2    
72           1111111111111111111111111111111110111101101011111110110010111110        2    
73           1111111111111111111111111111111110111101101011111110110110111110        2    
74           1111111111111111111111111111111110111101101011111110110111111110        2    
75           1111111111111111111111111111111111100101101011111111111100111110        2    
76           1111111111111111111111111111111111110101101011111111111101111110        2    
77           1111111111111111111111111111111111110101101011111111111111111110        2    
78           1111111111111111111111111111111111111101001011111110111111111110        2    
79           1111111111111111111111111111111111111101001011111110111101111110        2    
80           1111111111111111111111111111111111111101110011111110111111111010        2    
81           1111111111111111111111111111111111111111011011111111110101111010        2    
82           1111111111111111111111111111111111111111100011111111110100111010        2    
83           1111111111111111111111111111111111111111100011111111110110111010        2    
84           1111111111111111111111111111111111001111101100111111110011111010        2    
85           1111111111111111111111111111111111001111101100111111110111111010        2    
86           1111111111111111111111111111111111011111110100111111110110111010        2    
87           1111111111111111111111111111111111101111111100111111111010110110        1    
88           1111111111111111111111111111111111111111111100111111111010110110        0    
89           1111111111111111111111111111111111111111110100111111111010110110        0    
90           1111111111111111111111111111111111111111110100111111111010110110        0    
91           1111111111111111111111111111111111111111111101011111111010110010        0    
92           1111111111111111111111111111111111111111111101011111111010110010        0    
93           1111111111111111111111111111111111111111110101011011111010110010        4    
94           1111111111111111111111111111111111111111111111111011111010110010        0    
95           1111111111111111111111111111111111111111111111111111110110011110        1    
96           1111111111111111111111111111111111111111111111111111110110011110        1    
97           1111111111111111111111111111111111111111111111111111110110011110        1    
98           1111111111111111111111111111111111111111110101011111110110011110        0    
99           1111111111111111111111111111111111111111110101011111110110011010        0    
100          1111111111111111111111111111111111111111110101011111110110011010        0    
101          1111111111111111111111111111111111111111110101011101110110011010        0    
102          1111111111111111111111111111111111111111110101011110110110010110        2    
103          1111111111111111111111111111111111111111100101111110110110010110        0    
104          1111111111111111111111111111111111111111101101111110110110010110        0    
105          1111111111111111111111111111111111111111101101111110110110010110        0    
106          1111111111111111111111111111111111111110110101111110110110010010        1    
107          1111111111111111111111111111111111111110110011111110111010010011        1    
108          1111111111111111111111111111111111111111110011111110111010010011        0    
109          1111111111111111111111111111111111111111110011110111111010010011        0    
110          1111111111111111111111111111111111111111110011110111111010010011        0    
111          1111111111111111111111111111111111111111111011110111111011010011        4    
112          1111111111111111111111111111111111111111111011110111111011010011        4    
113          1111111111111111111111111111111111111111111111110111111011010011        0    
114          1111111111111111111111111111111111111111111111111101110111010011        0    
115          1111111111111111111111111111111111111111111111111101110111010011        0    
116          1111111111111111111111111111111111111111111111111101110100010011        0    
117          1111111111111111111111111111111111111111111111111101110110010011        0    
118          1111111111111111111111111111111111111111111111111101110100010011        1    
119          1111111111111111111111111111111111111111111111111101111110010011        1    
120          1111111111111111111111111111111111111111111011011101111110010011        0    
121          1111111111111111111111111111111111111111110011011101111111010011        0    
122          1111111111111111111111111111111111111111110011010111111111010011        0    
123          1111111111111111111111111111111111111111111011010111111111010011        1    
124          1111111111111111111111111111111111111111111011010111111111010011        1    
125          1111111111111111111111111111111111111111111011010111111111010011        1    
126          1111111111111111111111111111111111111111111011010110111111010011        1    
127          1111111111111111111111111111111111111111111011010110111111010011        1    
