time         game_state
1            1111111111111111111111111111111111111111111111111110011111011110        0    
2            1111111111111111111111111111111111111111111111111110111111011110        0    
3            1111111111111111111111111111111111111111111111111110111111011110        0    
4            1111111111111111111111111111111111111111111111111111011111110010        0    
5            1111111111111111111111111111111111111111111111111111011111110010        0    
6            1111111111111111111111111111111111111111111111111111111111110010        0    
7            1111111111111111111111111111111111111111111111111111111111110010        0    
8            1111111111111111111111111111111111111111111111111000011110110010        0    
9            1111111111111111111111111111111111111111111111111000011110110010        0    
10           1111111111111111111111111111111111111111111111111000111111110010        0    
11           1111111111111111111111111111111111111111111111111000111101110010        0    
12           1111111111111111111111111111111111111111111111111000111101110010        3    
13           1111111111111111111111111111111111111111111111111000111111110010        3    
14           1111111111111111111111111111111110110101110011111000111111110010        0    
15           1111111111111111111111111111111110110101111011011000111111011110        0    
16           1111111111111111111111111111111110110101111011011001111111011110        0    
17           1111111111111111111111111111111110110101110011011001011110011110        0    
18           1111111111111111111111111111111110110101110011011010011110011110        0    
19           1111111111111111111111111111111111111101110011011111111011011110        2    
20           1111111111111111111111111111111111111101110011011111111011011110        2    
21           1111111111111111111111111111111111111101100011111111111011011110        0    
22           1111111111111111111111111111111111111101100011111111011011011010        0    
23           1111111111111111111111111111111111111101100011111111011111011010        0    
24           1111111111111111111111111111111111111101101011111111111111011010        0    
25           1111111111111111111111111111111111111101101011111111111111011010        0    
26           1111111111111111111111111111111111111101110011111111011111010110        3    
27           1111111111111111111111111111111111111101110011111111011011010110        3    
28           111101111011111111011011010110          3    
29           111101111011111111011011010110          3    
30           111101111011111111011011010110          0    
31           111110110011111111011011010010          0    
32           111110110011111110011011010010          0    
33           111110111011111110111110010010          0    
34           111110111011111111111110010010          0    
35           111111011011111111011111010010          4    
36           111111011011111111011111010010          4    
37           1111111111111111111111111111111111111111111111111111011111010010        0    
38           1111111111111111111111111111111111111111111111111111111110010010        0    
39           1111111111111111111111111111111111111111111111111111111110010010        0    
40           1111111111111111111111111111111111111111111111111110011111010010        0    
41           1111111111111111111111111111111111111111111111111110011111010010        0    
42           1111111111111111111111111111111111111111111111111110110110010010        0    
43           1111111111111111111111111111111111111111111111111110110100010010        0    
44           1111111111111111111111111111111111111111111111111110110101010010        0    
45           1111111111111111111111111111111111111111111111111110110011010010        0    
46           1111111111111111111111111111111111111111111111111110110010010010        0    
47           1111111111111111111111111111111111111111111111111110110010010010        0    
48           1111111111111111111111111111111111111111111111111110010011010010        0    
49           1111111111111111111111111111111111111111111111111110011111010010        0    
50           1111111111111111111111111111111111111111111111111111111110010010        0    
51           1111111111111111111111111111111111111111111111111111111100010010        0    
52           1111111111111111111111111111111111111111111111111111011101010010        0    
53           1111111111111111111111111111111111111111111111111111011111010010        0    
54           1111111111111111111111111111111111111111111111111111011111010010        0    
55           1111111111111111111111111111111111111111111111111111011101010010        0    
56           1111111111111111111111111111111111111111111111111110111101011110        0    
57           1111111111111111111111111111111111111111111111111110110111011110        0    
58           1111111111111111111111111111111111111111111111111110010111011110        1    
59           1111111111111111111111111111111111111111111111111110010101011110        1    
60           1111111111111111111111111111111111111111111111111111110101011010        1    
61           1111111111111111111111111111111111111111111111111111110111011010        1    
62           1111111111111111111111111111111111111111110010111111110111011010        0    
63           1111111111111111111111111111111111111111111010111111010111011010        0    
64           1111111111111111111111111111111111111111111010111101010111011010        0    
65           1111111111111111111111111111111111111111111010111101110111010110        2    
66           1111111111111111111111111111111111111111111010111100110111010110        2    
67           1111111111111111111111111111111111111111111011011100110111010110        2    
68           1111111111111111111111111111111111111111111011011111110111010110        2    
69           1111111001011111111110111010110         0    
70           1111110100011111111110111010010         1    
71           1111110100011111111110101010010         1    
72           1111101111011111111110110010010         1    
73           1111101111011111111110110010010         1    
74           1111111111111111111111111111111111111111111011111111110110010010        0    
75           1111111111111111111111111111111111111111110011111111110111010010        2    
76           1111111111111111111111111111111111111111110011111110110111010010        2    
77           1111111111111111111111111111111111111111110100011110111110010010        2    
78           1111111111111111111111111111111111111111110100011101111110010010        2    
